Example Number,Gorgias Code,NL Translation
299,":- dynamic , got_bonus/0, dusk/0
rule(r1, travel_abroad, []).
rule(r2, morning_run, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- got_bonus.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- dusk.
rule(c3, prefer(c2, c1), []).
complement(morning_run, travel_abroad).
complement(travel_abroad, morning_run).","I can either travel abroad or go for a morning run. Generally, I prefer to travel abroad. However, if I have received a bonus, I choose to go for a morning run instead. If it's dusk, I usually prefer to travel abroad. I can’t travel abroad and go for a morning run at the same time."
561,":- dynamic humid_day/0, afternoon/0
rule(r1, reply_emails, []) :- humid_day.
rule(r2, cycling_session, []) :- humid_day.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- afternoon.
rule(c1, prefer(p2, p1), []).
complement(cycling_session, reply_emails).
complement(reply_emails, cycling_session).","If it's a humid day, I can either reply to emails or have a cycling session. Usually, I choose to reply to emails. However, if it's the afternoon, I go for a cycling session instead. I can’t reply to emails and have a cycling session at the same time."
358,":- dynamic party_invitation/0, family_gathering/0, morning_rush/0
rule(r1, attend_workshop, []) :- party_invitation.
rule(r2, go_gym, []) :- party_invitation.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- family_gathering.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- morning_rush.
rule(c3, prefer(c2, c1), []).
complement(go_gym, attend_workshop).
complement(attend_workshop, go_gym).","If I receive a party invitation, I can either attend a workshop or go to the gym. Generally, I choose to attend the workshop. However, if there's a family gathering, I go to the gym instead. If I'm in a morning rush, I prefer to attend the workshop again. I can’t go to the gym and attend the workshop at the same time."
757,":- dynamic early_morning/0, feeling_sick/0, community_event/0
rule(r1, organize_workspace, []) :- early_morning.
rule(r2, schedule_meeting, []) :- early_morning.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- feeling_sick.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- community_event.
rule(c3, prefer(c2, c1), []).
complement(schedule_meeting, organize_workspace).
complement(organize_workspace, schedule_meeting).","If it's early in the morning, I can either organize my workspace or schedule a meeting. Generally, I choose to organize my workspace. However, if I'm feeling sick, I schedule the meeting instead. If there's a community event, I go back to organizing my workspace. I can’t organize my workspace and schedule a meeting at the same time."
220,":- dynamic dusk/0, vacation_planned/0
rule(r1, swim_session, []) :- dusk.
rule(r2, finish_report, []) :- dusk.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- vacation_planned.
rule(c1, prefer(p2, p1), []).
complement(finish_report, swim_session).
complement(swim_session, finish_report).","If it is dusk, I can either have a swim session or finish my report. Usually, I choose to have a swim session. However, if I have a vacation planned, I finish my report instead. I can’t have a swim session and finish my report at the same time."
696,":- dynamic financial_aid/0
rule(r1, clean_house, []).
rule(r2, call_client, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- financial_aid.
rule(c1, prefer(p2, p1), []).
complement(call_client, clean_house).
complement(clean_house, call_client).","I can either clean the house or call the client. Usually, I choose to clean the house. However, if I have financial aid, I go ahead and call the client instead. I can’t clean the house and call the client at the same time."
499,":- dynamic urgent_deadline/0
rule(r1, book_flight, []).
rule(r2, go_to_cinema, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- urgent_deadline.
rule(c1, prefer(p2, p1), []).
complement(go_to_cinema, book_flight).
complement(book_flight, go_to_cinema).","I can either book a flight or go to the cinema. Usually, I choose to book a flight. However, if there’s an urgent deadline, I go to the cinema instead. I can’t book a flight and go to the cinema at the same time."
618,":- dynamic , morning_rush/0, friend_in_town/0
rule(r1, plan_meals, []).
rule(r2, take_picnic, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- morning_rush.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- friend_in_town.
rule(c3, prefer(c2, c1), []).
complement(take_picnic, plan_meals).
complement(plan_meals, take_picnic).","I can either plan meals or take a picnic. Usually, I prefer to plan meals. However, if it’s during the morning rush, I choose to take a picnic instead. If a friend is in town, I usually plan meals. I can’t plan meals and take a picnic at the same time."
641,":- dynamic .
rule(r1, do_laundry, []).
rule(r2, attend_meeting, []).
rule(p1, prefer(r1, r2), []).
complement(attend_meeting, do_laundry).
complement(do_laundry, attend_meeting).","I can either do the laundry or attend the meeting. Usually, I choose to do the laundry. I can’t do the laundry and attend the meeting at the same time."
99,":- dynamic , boss_in_office/0, family_gathering/0
rule(r1, host_dinner_party, []).
rule(r2, morning_run, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- boss_in_office.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- family_gathering.
rule(c3, prefer(c2, c1), []).
complement(morning_run, host_dinner_party).
complement(host_dinner_party, morning_run).","I can either host a dinner party or go for a morning run. Usually, I choose to host the dinner party. However, if my boss is in the office, I go for the morning run instead. If there’s a family gathering, I usually host the dinner party. I can’t host the dinner party and go for a morning run at the same time."
143,":- dynamic , team_project_due/0, financial_aid/0
rule(r1, water_plants, []).
rule(r2, clean_house, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- team_project_due.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- financial_aid.
rule(c3, prefer(c2, c1), []).
complement(clean_house, water_plants).
complement(water_plants, clean_house).","I can either water the plants or clean the house. Usually, I prefer to water the plants. However, if a team project is due, I choose to clean the house instead. If I have financial aid, I tend to water the plants. I can’t water the plants and clean the house at the same time."
190,":- dynamic unexpected_guest/0, team_project_due/0, birthday_today/0, snowstorm/0, networking_event/0.
rule(r1, reply_emails, []) :- unexpected_guest.
rule(r2, plan_meals, []) :- team_project_due.
rule(p1, prefer(r1, r2), []) :- unexpected_guest, team_project_due.
rule(p2, prefer(r2, r1), []) :- unexpected_guest, team_project_due, birthday_today.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- snowstorm.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- networking_event.
rule(c5, prefer(c4, c3), []).
complement(plan_meals, reply_emails).
complement(reply_emails, plan_meals).","If I have an unexpected guest, I reply to emails. If I have a team project due, I plan meals. But if I have both an unexpected guest and a project due, I usually reply to emails. If it’s also my birthday today, I choose to plan meals instead. However, if there is a snowstorm, I tend to reply to emails. If there is a networking event, I usually prefer to plan meals. I can’t reply to emails and plan meals at the same time."
979,":- dynamic lunch_time/0, rainy_day/0, birthday_today/0.
rule(r1, attend_concert, []) :- lunch_time.
rule(r2, water_plants, []) :- rainy_day.
rule(p1, prefer(r1, r2), []) :- lunch_time, rainy_day.
rule(p2, prefer(r2, r1), []) :- lunch_time, rainy_day, birthday_today.
rule(c1, prefer(p2, p1), []).
complement(water_plants, attend_concert).
complement(attend_concert, water_plants).","If it's lunchtime, I attend a concert. If it's a rainy day, I water the plants. But if it's both lunchtime and a rainy day, I usually attend the concert. However, if today is my birthday, I prefer to water the plants instead. I can’t attend a concert and water the plants at the same time."
242,":- dynamic subscription_due/0, invitation_from_friend/0, team_project_due/0.
rule(r1, submit_timesheet, []) :- subscription_due.
rule(r2, explore_city, []) :- invitation_from_friend.
rule(p1, prefer(r1, r2), []) :- subscription_due, invitation_from_friend.
rule(p2, prefer(r2, r1), []) :- subscription_due, invitation_from_friend, team_project_due.
rule(c1, prefer(p2, p1), []).
complement(explore_city, submit_timesheet).
complement(submit_timesheet, explore_city).","If my subscription is due, I submit my timesheet. If I receive an invitation from a friend, I explore the city. But if I have both a subscription due and an invitation from a friend, I usually submit my timesheet. However, if I also have a team project due, I prefer to explore the city instead. I can’t submit my timesheet and explore the city at the same time."
696,":- dynamic financial_aid/0.
rule(r1, use_subway, []) :- financial_aid.
rule(r2, dispose_trash, []) :- financial_aid.
rule(p1, prefer(r1, r2), []).
complement(dispose_trash, use_subway).
complement(use_subway, dispose_trash).","If I have financial aid, I can either use the subway or dispose of the trash. Generally, I choose to use the subway. I can’t use the subway and dispose of the trash at the same time."
813,":- dynamic relationship_break/0, hail_storm/0, friend_in_town/0, invitation_from_friend/0.
rule(r1, organize_workspace, []) :- relationship_break.
rule(r2, attend_meeting, []) :- hail_storm.
rule(p1, prefer(r1, r2), []) :- relationship_break, hail_storm.
rule(p2, prefer(r2, r1), []) :- relationship_break, hail_storm, friend_in_town.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- invitation_from_friend.
rule(c3, prefer(c2, c1), []).
complement(attend_meeting, organize_workspace).
complement(organize_workspace, attend_meeting).","If I have a relationship break, I organize my workspace. If there’s a hail storm, I attend a meeting. But if it’s both a relationship break and there’s a hail storm, I usually organize my workspace. If I also have a friend in town, I attend the meeting instead. However, if I receive an invitation from a friend, I tend to organize my workspace. If I have a new invitation from a friend, I usually prefer to attend the meeting. I can’t organize my workspace and attend a meeting at the same time."
353,":- dynamic friend_in_town/0, urgent_deadline/0
rule(r1, dispose_trash, []) :- friend_in_town.
rule(r2, book_ride_share, []) :- friend_in_town.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- urgent_deadline.
rule(c1, prefer(p2, p1), []).
complement(book_ride_share, dispose_trash).
complement(dispose_trash, book_ride_share).","If my friend is in town, I can either dispose of the trash or book a ride share. Usually, I choose to dispose of the trash. However, if there’s an urgent deadline, I book a ride share instead. I can’t dispose of the trash and book a ride share at the same time."
341,":- dynamic urgent_deadline/0.
rule(r1, call_client, []) :- urgent_deadline.
rule(r2, do_laundry, []) :- urgent_deadline.
rule(p1, prefer(r1, r2), []).
complement(do_laundry, call_client).
complement(call_client, do_laundry).","If there is an urgent deadline, I can either call the client or do the laundry. Generally, I choose to call the client. I can’t do the laundry and call the client at the same time."
953,":- dynamic rainy_day/0
rule(r1, go_shopping, []).
rule(r2, travel_abroad, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- rainy_day.
rule(c1, prefer(p2, p1), []).
complement(travel_abroad, go_shopping).
complement(go_shopping, travel_abroad).","I can either go shopping or travel abroad. Usually, I choose to go shopping. However, if it’s a rainy day, I tend to travel abroad instead. I can’t go shopping and travel abroad at the same time."
157,":- dynamic lunch_time/0, discount_on_flight/0
rule(r1, plan_meals, []) :- lunch_time.
rule(r2, cook_dinner, []) :- lunch_time.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- discount_on_flight.
rule(c1, prefer(p2, p1), []).
complement(cook_dinner, plan_meals).
complement(plan_meals, cook_dinner).","If it's lunchtime, I can either plan meals or cook dinner. Generally, I choose to plan meals. However, if there’s a discount on a flight, I cook dinner instead. I can’t plan meals and cook dinner at the same time."
